poeta,mes,año,categoria,llengua,texto,poetafullname
SS,julio,2013,finalista,castellano, libres nos cansamos de ser libres y buscamos a alguien para compartir la mitad de lo que somos pues la otra parte es todo lo que queda para luego poder huir mientras una parte se ata la otra se compró calada con la que corta las raíces de plancton y sus queridas lo que he hecho por mi miedo a hacerme viejo sin haber aprovechado y si yo rompí tus ilusiones convirtiéndolos en polen de una alergia que me dio de sopetón y sin saber cómo lo hizo escogí dos cicatrices para luego remendar las aún peor vemos quitar tantas chapuzas de un tanque ternura tu inocente funcionar del corazón qué torpes y ahora lo vea todo el frío reconozco que no supe valorar cada pequeño detalle los que hacen que una nave atraer puertos que no naufrague la alta mar a cabo si tengo esfuerzo respondía con desprecio hermanando amor y obligación y tú construyes palacios mientras yo sacaba el martín golpeaba los cimientos dolía una relación porque me sentía en una celda cuando ahora es tu ausencia es el campo y no me des respirar es un flagelo profundo la imagen real de estar juntos la imagen real de no estar de hamas explicar tanto egoísmo un fabricante de alice mo a tu altruista funcionar el corazón es que tengo miedo entiendo observarlos siempre desde el mismo asiento a no llenar los a no llegar hasta estallar y cuenta atrás las horas pasan tan lentas y los años pasan tan rápido en rápido tabla para soler aquí cuando las cartas ya están repartidas y la suerte sacas ,Salva Soler
DA,julio,2013,finalista,castellano, pero si no sabes lo que está alcanzado aquí ya veremos joven venga la mierda del tiempo voy a explicar las cosas que tiene una novia pelirroja sí y me propuse que en todos los stands del país subiera un vídeo de poetry slam lo que fuera con mil poemas de la pelirroja no estamos en este siguiente proyecto así que dejé espero que los pelos queréis chicas con cabellos de oro lenguas de plata tobillos de bronce y cráteres de luna en la mirada chicas de tu primero y sienes sanas de esas que dicen lo importante es participar sonríen así cuando pierden y sonríen igual cuando ganan yo prefiero meteoros en las entrañas yo quiero una esfinge de metales pesados con un juego de llaves y un laberinto en cada mano que ir solo la playa invierno a otoño indulte y melocotón nudos de cereza detrás de las orejas y vuelos colisión yo prefiero babilonias y el ajedrez del diablo porque cuando el verano spears y el melocotón se pudra y el tiempo de las cerezas así será ella quien los tritura bajo tacones de titanio uñas de kevlar y vocación de tomahawk lleva a media alma rapada de rebeldía y ríe absurda y alegre con el mismo bombo y platillo con el que los explosivos anuncian su propio final duerme tranquila y absoluta en lo alto de su regreso está bien y eso está ahí y se llena de cables de todos los colores y que sea ahora verde blanco rojo roto azul anciana fina daltónico perdido y distinto de hábitat es músico de artificieros y ella hoy explota y amo que me haga ir con cuidado y no descuide sus me encantas que su récord sea inabarcable como una quemadura química bajo el grifo y su y a menudo apriete el gatillo solo para hacerlo sonar que guarde un pero va jugada así y una promesa rota en cada ojo la del regreso la del olvido del otro entre límite y cadena escoja bonito que les ayude santos disculpa satanás es que mejor que mientras el pintalabios sino desde en él se ven como maquillaje que me destrozó con un choque múltiple grados que para besarla ya que ser más tu ano que hombre para volver a hacerlo espero que león que han sigue conservarlo todo y no te va y sus temas de neón que prefiera matar hombres a matar libios y que no hacer para vivir que empuñó un libro como quieren puntos nuevos para la base para doblar las líneas negras de los mapas y encuentres jirafas en los pozos del que que viva con el hematoma de la supervivencia palpitando siempre bajo la piel como que sea bella como un colegio alguien la amo porque ella es todo viento y yo siendo tríbulo en ella siento fuego choque en las manos pero y en las horas nada que en el cielo vehículo en los puentes miedo lo que sólo en algo contra lo que desgarrar me creo yo que en las buenas y en las buenas pedernal soy el ojo del ciclón facebook de huracán tanto ,Dante Alarido
DO,julio,2013,ganador,castellano, apareces y te pasas más o menos nueve meses habitando una parcela de la inopia que ya tomas como propia sin más arte más deber ni más castigo que chupar la deliciosa sopa boba del tubito de tu ombligo y no duda ni un momento tu conciencia de que el resto posterior de la existencia será así de cojonuda hasta que en un día cualquiera en un golpe de cadera que hacen como una traición de escupen fuera pero comparte y que el mundo que te espera ya para fuera del asunto lleno de malencarados caballeros que demuestran entre los diputados tienen trasero y te van poniendo en el esqueleto enseñándote el consabido respeto al objeto al panfleto al dinero y al riesgo al reloj al reloj que cada día que aparece va marcando como creces como aprendes en un patio con los desgastados unos colores cree donde el ratio acumulado de mediocres vale más que un voto si de los profes de los compis y hachís y de todo capullito de alelí que pasará por allí sin dudar te llueven hostias pero comenzando aunque carrera que has acabado sacando cachos quiera estudiante destacado de la cloaca y como traca final licencia en donde ciencias de las cartas un vacío espiritual con el subidón de cuatro mentes a quinto grado así una plaga disparando hasta el mercado laboral donde el barco real de una oficina y otros listo media hora de cantina por rutina de salida pero con funk pero la recesión y la zozobra de repente poner la cobra en acción y te pasas de tener un sueldo mismo a verte de sopetón en la cola tanto los que sobran oye dio macha cacho situación con una mujer ávida de motivo y tres tipos cuya educación de piso te ha dejado bien canijo el bolsillo del pantalón y aunque define sitio azteca en pagar los trastos en las hipotecas se acaba llegando el día en cuestión en que el torpe chupatintas de tu banco en una breve reunión wat informa sonriendo que les debes más de un cuarto de baño y te escribe y te escribe un equipo que te tira con toda tu familia a vivir debajo un puente pero con funk más hambre pero por tanto tienes frío pero con funk y pasas miedo pero con funk y así mueres pero con funky y vassallo y en el hoyo te das cuenta por fin de que se acabó el bailar de que se acabó seguir el ritmo que otros te marcan de que nada significa nada y toda esa música no ha llevado a otra parte que a morir de ir a la nada y darte cuenta en el último segundo de que no somos nada no somos nada no somos nada pero con fans pero igual ,dani orviz
ALE,junio,2013,finalista,castellano, trabajo de pulmón ansias bajones tuberías oxidadas para alimentar mi caída progresiva hacia el infierno de la doble insistiré se me hincha el estómago del llama indigerible de fuego precario y se agranda a diario quemándome el ánima poco a poco el calor se esconde en los ojos desechando las capas de pupilas pero hasta la garganta con su cáscara dura un grito mudo y áspero un aullido en camino haciendo vieron infinito mar qué hago respirando quien decide mire mi muerte quien habita en mi mente porque donde él está hecho en la reunión es en los hombros como vivo si vivo pregunto es pero lindo y huyó del azul cristalino del sol bondadoso del negro sin fin de la noche de las pretenciosas chispas de planetas de la luna madre que me mira apegada será que más allá está fuera de cobertura respuesta si existe en desigualdad sobre mi cabeza sin apagar las tripas la llamaría de pedal de las orejas me diste definida me llevas sin arder el llanto fúnebre en el silencio intransigente mata lentamente desconocería la piel blanca se enfríe y nuevo quemada pero si eso desaparece de las listas de los presentes suprimir mi huella del pasado y debido a mis palabras llevar nuestra sombra al no ser un show borrar mi nombre de la ficha que cargue las memorias y volverme transparente mezclarme con el aire dejando tan sólo mi fuego en tierra reiteró que me todo por las calles que destroce tiendas varias viviendas que ahora en las palmas de los subiendo por sus venas y lavan los párpados que sus ojos no sabe cuando un café 70 y su cardio que apriete su cuello con mano dura escurriendo un grito y este otro tal como quiero gritar yo y que arda el fuego arde el sucio del otro que brilla siga atentando los límites de una realidad y que no tiene todo y de este otro tal como quiero gritar yo y que 'no su juego ahora el suyo del otro y que vi y su llama tentando los límites de la realidad y que lo ilumine todo ,Alfa Leonis
AMR,junio,2013,finalista,castellano, no tenía idea de que iba a estar preparado nada traigo un texto que es una canción y me gustaría que lo hiciéramos juntos vamos a disfrutar les vamos a pasarlo bien entonces necesito que cada vez que hagas un gesto un poco extraño hagáis un solo de guitarra si hay gente que sabe tocar la guitarra es un menor y mayor séptima la séptima sería más o menos hoy es un tango eso se llama seve y está dedicado al tinta roja lugar donde yo empecé a altas horas para fijar vaya con a los lavabos camarero más serrín serafín telas ganado arañazos de carmín y benthum en los zapatos clavó mis ojos en ti tú miras para otro lado santa se hace tarde date prisa este bar ya está cerrado echa mucho más serrín serafín telas ganado yo sólo pienso en dormir tú me pides otro trago y el dilema de vivir es morir y a cada rato a las horas para fijar esta noche estás de mauna no me vuelvas a decir que este whisky sabe agua el serrín es el disfraz y una vida de garrafa y la barra es el diván de quien miente cuando sangra está hecha mucho más serrín ya no hay nadie en el lavabo serafín saca un billete y aún se puede salvar algo la propina es para mí los besos para otros labios que se levanten las faldas que está llegando el día y ese anuncio más se ríe y me sirve es otro trago la ginebra es para ti para mí las seis y cuarto la propina es para mí los besos para otros labios y hecha mucho más serrín tú abandonas y yo guardo chau chau ,Amadeo Rojo
DO,junio,2013,ganador,castellano, un poema que lo hice hace tiempo louis cuando lo vio siempre me cuenta que este este vídeo qué coño está haciendo qué pasa que lo estaba desarrollando un poco a veces parece es un poema de amor prehistórico que se llama niña de la cueva entonces tengo que ponerme un poco tengo que engordar mejor como se decía mi niña de la cueva los campos azules de encima de techo del mundo gigante estar ya despiertos grandes y tan bellos los toros de nieve cambiantes cabalgará al alba jinetes de fuego sentados en ellos dejar olvidada sobre nuestra tierra muchas cosas nuevas y si tu dejarme cogida de pelo de sol o llevarte a descubrir ellas niña de la cueva niña de la cueva yo ser no valiente y hombre no firme cachorro no fiera de afilados dientes todos de mi gente cobarde decirme por qué tener miedo cuando después rojo final de los días arriba en oscuro grande bestia negra llamada futuro peinarme mil ojos y yo tener claro que ser no guerrero y yo tener claro que ser normal de que fácil por muchos asustarme pero sin duda sin miedo yo manos desnudas subir lejos fuera a cazar de cena la carne del cielo si tú tener hambre niña de la cueva porque por tu verme caminar el hilo y quitar con agua maloliente lodo de mi piel y solo para tu contarte guardar muchas cosas aquí donde frente saber de corrido el nombre de todo y aunque por ser débil y ser poca cosa y no ser capaz de cazar ni una cabra no tener yo piel para hacer tu vestido niña de la cueva para que tu hermosa yo tallar tú estas piedras preciosas llamadas para y cuando los miedos ahogarme el pecho y el frío azotarme en agujero estrecho que yo llamo cama sentirme valiente por saber que yo no quiere mañana no querer planetas no querer cohetes no querer ciudades no querer antenas no querer una bomba la radio la tele no querer dejarnos no querer motores no querer el nylon no querer la imprenta no que no querer las leyes no querer comercio no querer la banca no querer polea no querer palanca no querer el templo no querer moneda no querer la espada no el cuero no el arte no querer el hierro no querer la rueda no quieren el habla no querer el fuego no querer ser hombre no querer ser nada si tú no quererme de la cuerda bien ,dani orviz
FD,junio,2013,finalista,castellano,pero no tardó en otra cosa lo que tengo que decir chan chan no pienses en acortar simplemente una pequeña procesión o explicación desde que empecé el poetry slam barcelona en diciembre el año pasado y los felicito realmente porque es genial todo esto pero pequeña es esa pequeña pequeña he hecho poemas y un compendio de poesía que algunos ya conocen y que se titulaba poesía refresco o poesía refresco el anterior por ejemplo formaba parte de este hoy me gustaría presentar un poema que ya no forma parte del compendio pues ya no es fresco sino que su cara oscura todo es el compendio que titulado poesía funesta no lo tenía preparado pensaba que tenía pasar y aunque me penal y 6 necesito el error pues si él está dedicado a dos personas en particular y en general a todos los que han sufrido lo están sufriendo le sufrirán y cuando tú ya no estés porque ya me lo habrás dicho ser entonces yo que se lo diga a otro y luego ese otro cuando ya no estemos ni tú ni yo se lo dirá a otro para ausentarse al oído susurrando se lo dirá y luego ese otro a otro de nuevo al oído se lo dirá persona a persona tantas al día tantos meses tantos años sin detenerse en susurro atragantado ese nódulo alfabético de seis letras sufridas que nos secan la boca que nos vamos pasando unos a otros y que llamamos temerosos el cáncer tengo cáncer nos decimos unos a otros como una plaga como una epidemia de dos palabras mortales tengo cáncer y no hay remedio la ciencia no piensa y apenas avanza con la salud recortada tengo cáncer son solo dos palabras pronunciadas de golpe y con jugadas en un tiempo presente metastásico yo tengo tú tienes el ella tiene cáncer nosotros teníamos vosotros tenéis ellos ellas tendrán sin duda cáncer cáncer muerte sinónimos época les repugna que tres son sólo seis letras el derecho del revés que nos pudre en el alma la mía la tuya la subida de la muestra cáncer de alimentos cáncer de aire cáncer de vicio cáncer del alma somos y seremos el cáncer de la tierra el cielo cancerígeno quiero de cumbres de ángeles y de cáncer cáncer nuestro de cada día los de hoy y no perdones nada porque nadie es culpable y cuando te llames es porque ya me lo habrás dicho ser entonces yo quien servirá otra y louis y otro cuando ya no estemos y tú chicken ahora tú ahora yo podría no es tiempo sin tu brillo otro ámbito pero está segura de orina tengo cáncer nadie sin cáncer el niño canción la niña cancela webber cáncer la madre cáncer en amigo cáncer el hermano cáncer cáncer cáncer nada queda sin cáncer la rosa sancionado el cáncer son cancelando una cáncer cáncer el microondas y el limbo de toda la vida carne de úlcera de la coca cola zero cáncer capitalista el mundo cáncer por dentro y por fuera cáncer universal cáncer cósmico el interno retorno del cáncer muerte programada por todas las células por todos los siglos de los siglos cáncer y ame cáncer del alma cáncer ya me conceden hablan cáncer ya ven pero no importa no importa morir si muera cuando cada uno de mis héroes una una bola rosa el sol el cielo sino el hexagonal una bola ni del niño la mujer en amigo alabar la madre el hermano el milagro tiene un nombre no importa morirse bueno mando cuando viven edad más sin tubos ni pastillas ni paliativos ni parches la vida no necesita quimioterapia si tenemos cáncer y no tenemos amor tenemos cáncer pero sí tenemos cáncer y tenemos amor tenemos el milagro de haber vivido con la salud del alma ,felix denuit
EB,mayo,2013,finalista,castellano,,Esteve Bosch
DO,mayo,2013,ganador,castellano, el reloj de pie mientras tu campo es así por lo que tiene una zona padilla y en la otra con patilla y zapata para caminar hasta el ba?o donde recibir el calor de gatos seguido del frescor de un spray que permite a quitar el olor a puerto de tus axilas no hay tiempo para desayunar ya habían robado demasiado el reloj así que toca bajar al bar aquí y buscar coche ese coche con el que deberías debería ser el rey en vez de estar parado muchas caras de ganado que podéis pero tengo arte por el arte sin que te vea la poli en vóley a tiempo para llegar a la oficina pincha para meterte en un café dándole tiempo para comer vamos al comedor y qué bonita esa conversación sobre lo mal que lo estaba haciendo el presidente a los minutos de mirar el micro y esa acción de gracias y enviados de carbono envasada al lugar salir al sol para intenté crear hasta el final de la tarde donde solo náutica bajo la rutina donde ver al fútbol con la y divertirse esparciendo mierda como si fuese unas personas a poco por con polvos derrumbarse sobre el sofá y conectarla mientras ves la información deportiva y cenar cosas congeladas pensando en cómo temas escapando como sabes por lo tanto puede salir bueno caminar a la cama con un autómata y derrumbarse sobre el colchón escolástico y pedir que la oscuridad sobre todos los interrogantes de quién soy de quién soy de dónde co?o por esperar y cerrar los ojos y esperar que ma?ana lo único que quede sea simplemente ,dani orviz
FD,mayo,2013,finalista,castellano, poesía refresco el poema se titula la historia de las nueve letras y la palabra perdida a la historia de las nueve letras y la palabra perdida dice así una sola letra no pudo no llegó a decirla no lo posible se sentía solo demasiado sola sería un terrible melancolía y y desde entonces 2 ya mencioné funcionaba la cosa salga posibilidades había parecía que lo conseguían así así así así así así también quedó la luz y se volvieron hoy de tarde entonces te espero a que llamen estrés imagina compagina el padre el hijo y el espíritu santo la presencia trina la dignidad ya sabéis que la tribu está el piso para salt ahora el último piso a la que hago caso omiso porque esos tres personas con una sola sustancia definitivamente la utilidad es triple porque va de trip y latín y es creíble porque va de té y todo tiene triplicó intentar entonces cuatro pero suele visitar un rato dos contratos y llamaron a otra letra para sumar con ahínco 50 de hoy recibí en las llamadas magníficas las cinco magníficas que los cinco 55 es un canto número 5 con los dedos de una mano y la mano izquierda ya sabéis siempre está celosa de la derecha diciendo porque tú escribes y yo no tape el lápiz también es mío que también quiere escribir abajo los diestros abajo la diestra abajo la derecha arriba los zurdos viva viva viva viva izquierda entonces seis llegaban a decir la palabra pero resultó que éste era dos veces la tri la santísima trinidad a los 6 piso más alto el último piso a que hago caso piso de tripi pues imaginados civis y esto no vamos a 36 68 llegaron 8 limpiaron el piso pasando el coche si tomamos llegara a decirla primero finalmente 9 para acabar la cuenta porque en vino vino 9 espino 9 bellas y dijeron que luego el 9 959 siempre 9 si nosotros te sirve decirles que estáis tan indignados cómo vamos a poder nosotros encontrar la palabra perdida si las jóvenes no pudieron donde encontraron el dinero y resulta que sí que nosotros juntos podemos moraleja allí donde entra y no la desesperanza que es la esperanza esperanza exacto eso es el gran show la palabra buscada de nueve letras ,felix denuit
ALE,mayo,2013,finalista,castellano,,Alfa Leonis
DE,abril,2013,finalista,castellano,,Diego esteban
SS,abril,2013,finalista,castellano, caminar de una cierta vuelta caminar el horizonte desde donde surge todo y donde todo se ha perdido el caminar y caminar y también nada caminar perdidos caminar sin suerte caminar cabeza en suelo por la inercia del gris muerte caminar caminar caminar caminar sabiendo nada tras querer saberlo todo sin saber por qué camino con alma descolorida por la gama de tristezas que van viniendo mi espalda y puñales a respuestas que no sé caminar en caminar en caminar caminaría con el hueso de tobillos desgarrados con energía del que nació para aguantarlo y de aguantar con la esperanza de acampar por la pantalla o temprano caminar de aguantar aguantar hasta que llegó al horizonte en la repente miro hacia arriba y hay señal de que amanecer digamos el poeta en su día en la visión el horizonte de lo nuevo se vivió para vivir caminos para tener presente para tener cuña de este colores con tu cuerpo que maneja desde el mar y caminar contigo terminar de frentes caminar cabeza el cielo por la inercia de mi suerte caminar caminar y no escucha el final y mirar y asustar de espera gritar gritar se aguantará aguantar y avanzar con la ingerencia del disco muerte mientras el poeta me susurra totalmente quiero guardar la pequeña para poder estar por mujeres y no por dentro no ,Salva Soler
N,abril,2013,finalista,castellano,,Noixellie
FD,abril,2013,ganador,castellano,,felix denuit
ALU,febrero,2013,finalista,castellano, en frente de mi frente codo con codo y entre dentro del vientre dedo anudado a dedo pestaña en la pestaña pelvis contra pelvis tobillo atado a tobillo brazo enlazado con brazo espalda a posada en espalda muslo en rodilla labio inverso y nunca en desacuerdo del giro hipnótico boca en cuello diente en cuello lengua en cuello sangre en cuello alma en cuello me da vida en garganta latido en garganta paro cardíaco en garganta anudado eclipse detuvo una pasada y mi sol de futuro cuántos sueños rotos en estas palabras cuántos paisajes escritos con estos dedos en parkinson dormidos más seguimos frente contra frente a una niña todo bien y hombro astuto sin mano que reconforte ayer operación compañero amante amigo mismo bando mismo enemigo hoy en frente de diferente lo reconozco mi cuerpo ansia vencerte no recuerdo el motivo no recuerdo los golpes yo recuerdo al caído no recuerdo el sentido no recuerdo tu mano como triste salvándome en el vacío lo recuerdo lo recuerdo lo recuerdo no recuerdo sólo se están quemadas sobre mi piel de tiras escurridos como toallas de tanto placer plenitud que auroras en colapso de ser hormonas luchando por volver a nacer solo se que sobre el ring los versos se ponían en pie y en aplausos los párpados se dejaban caer solo sé que somos caída dedicado de versos de versos en los terremotos de nuestros vértebras de nuestro ser que somos todo aquello que quisimos ser y de repente todo es un manjar que devoramos con tierno frenesí y si te quieros en colapso te quieros tartamudos de kilos en los muros te quieros en las manos abiertas como cerdos en canal y delante ojos que no caen miradas sin párpados y entonces boca en cuello lengua en cuello diente en cuello al mancuello sangre cuello espasmo en cuello vida vida en garganta la que no encargan está paro cardíaco andar cantar en frente del diferente hombro con hombro permanezco hasta el fin de mis cuerdas esta batalla no está perdida frente a nosotros y en frente de mi frente y enfrente de tu frente las lajas ,Alexander Luca
MF,febrero,2013,ganador,castellano, de mi parte mi memoria no perdona a nadie todo va a morir había sido siete de las más huertas había sabido cruzar la calle como nadie en ese disfraz cáliz tuyo de coquetería de sí misma da entre atascos que dirige por un surco tiene 22 y los videos escenario rock y mucho menos otra vez escrito en el barrio había llevado las mejores galas en los mejores teatros entre los mejores estrenos de las mejores óperas en los teatros mejores entre los mejores lucido sobre alfombras rojas de medio mundo estudio iniciado los más grandes poetas modistas joyeros y pintores de tu siglo fuiste poco y reflejo de las artes magnas pero eso también muere habías trabajado 12 horas al día cobras de un sueldo de mierda con el que alimentar las ansias de unos hijos consumistas pobre y una mujer que no tuviste tiempo siquiera de saber si seguía escribiendo todavía la iglesia de crisis contigo la inercia del vértigo la iglesia del miedo la inercia del pan para hoy el pan también para mañana el pan nuestro de cada día el pan debajo del brazo del circo y del pan la inercia del pan company de los tontos pero eso también mueve habías llegado donde nadie antes había llegado hoy este desiertos tarteras coplas y ciudades chinas que a los ojos a media tarde alicia este con la mano al medio más que el basilisco tu inquietud de siempre más allá completas de la cartografía última de todos los paisajes pero eso también puede había alcanzado los arcanos estudias de los misterios emulando a fausto y al diablo viejas que por los siete mares del saber las nueve puertas del averno los dos envites del tiempo y el uno y sólo camino angosto hacia el cielo leyes de todos los nombres de dios en el viento pero eso también puede habíais canadá la gloria de negro libras de batallas sin perder espadas fusiones granadas y estribos en la reducción a la muerte respecto al vencido amor al débil y furia en el gatillo del objetivo grabaste con fuego tu nombre en la historia pero esto también mueve había sido con diente escoria maestro en todos los vicios agujas te a la luna la angustia y luego en sol la miseria y poco florescente de trata con chad agonía lúcida del marginado crisis que más bajo que nadie fracasaste siempre otra vez la casaste siempre mejor pero esto también mueve tiene que decir y es ahora tienes vida que nos dirías desde ese más acá procesista master para nosotros donde ahora te encuentras y no hablas se acabó la fiesta parece es decir los me llama respuesta parece es decir parece es decir de haberla expuesto a que la muerte no es solución sino un game over brutal y frustrante que la muerte es ciega no tiene piedad solo te aparta parece es decir con tu macabro silencio que la vida es una la dicha es breve y el tiempo el tiempo bueno ,Marçal Font
CM,Enero,2013,finalista,castellano,,Cysko Muñoz
DO,Enero,2013,finalista,castellano,,dani orviz
DO,Enero,2013,ganador,castellano,,dani orviz
EB,Enero,2013,finalista,castellano, por si acaso podamos también no hay hasta en tanto dejarse el cielo horizontes en hacer que me refugiar en el hogar de las hormigas pediré educadamente también la cola el caminar y sin destino el resto de la existencia mientras tanto no sé si os he dicho que mis campos vuelven a estar repletos de girasoles la fortuna de la jornada que en la que quise quemar mis naves y finalmente dio un paso atrás custodiar y us navy se indulte y no fueron quemadas pudiendo así desde ellas divisar tus impares costas y arribar al bar de oro su puerto afortunada jornada aquella en la que vi que tu cuerpo de la puerta de puertos aquí hay que descubrir que tus costas y van a ser mis costas indomables salvajes apasionadas afortunada jornada aquella en la que el paso atrás para sin demora seguir avanzando mil pasos adelante afortunada jornada aquella que tú siendo amables costas me acogieron y me zarandearon salvajemente entre espumas salvadoras y oleajes vitales para hacerme entender que cada noche de alcoba superaría a la anterior que cada guiño a la aurora acumularía más y más cantor afortunada jornada que ella en la que abrazándome una palabra un beso me mostraste en tus morenos ojos que lo mejor estaba todavía por llegar puesto que a tu lado la mejor clara está por descubrir la mejor arena por caminar la mejor tramontana está por gemir porque a tu lado todavía la mejor vena está por desplegar el día del horizonte si me acerqué me refugiar en el hogar de las hormigas pediré muy educadamente también la cola y caminaré sin destino el resto de la existencia mientras tanto me dejaré el alma en cada suspiro por hacerme merecedor de fondear mis naves en el puerto de tus aposentos porque sin duda en ellos la mejor falda está todavía por descender los mejores pechos por explorar los mejores navíos por sorber el mejor amanecer por compartir y la mejor luna a tu lado tus aposentos todavía por contemplar afortunada jornada aquella en la que tú te creas que ni mi mente y mi corazón ni mi cuerpo alberga dudas sobre ello no sé si os he dicho que mis campos vuelven a estar repletos de girasoles tíos tías cuántas ganas tengo de comerme las puntas primas este amor que ahora evita ,Esteve Bosch
FD,Diciembre,2012,finalista,castellano,,felix denuit
ALU,Diciembre,2012,ganador,castellano,,Alexander Luca
DA,Diciembre,2012,finalista,castellano, este es una parodia de una dice wilder del burger del mcdonald's del vendaje liderazgos anunciados por elsa pataky huir de nociones inglesa de la marca mito de las chicas que te dicen que por no sentir único y de las de vale pero sólo un pitos de nacionalismo sin sentido del alegoría del cretino de los paraguas de medida de los chinos y sobre todo de las galas del esquí lo que nos acaban descubriendo cada fin de año en playa feliz we re protectores gástricos de mi hija más elásticos y cubiertos de plástico de la salsa brava picante de guisante congelado del bistec hincha bolivia gran derecho de clavo y estragón de acelgas sin espíritu de morcillas y nada porque las medias horas para comer en el trabajo de los callos sin pérdida de bragas ni panal de abeja y de la humanidad están emborronar cada sufrido fuerte está de pimentón huir de la leche sin lactosa como de la comedia romántica más pastosa de la pasta pasada y ahora basta crujiente porque hay gente no significa crudo señor huir desnudos y no son hombres en tallarines interminables de un sex tailandeses con regusto margarina pasta ya de vichy basta ya de huir yo lo que quiero es comer comer comer hasta por índice estado en es casi se embasó andaluz con el código will de chicas con completas debemos ser independientes de agro y de restaurantes caros donde el balón lleva más plato de ala y la ensalada es un lecho de algas sobre algo azul y quienes tienen el sabor como wir como se acaba en 24.000 de rafa mora como sin intentar nuestra última hora de gandia sol de la cntv del centro de berlusconi grande verde alcanzó ni de las 50 sombras de 'break' en el ministro fuente proyecto de ley huir de todos los bares musicales king is que se llaman roberts guardiola y del de arriba que de mi cantado los aplausos de congresos jornadas y no de cuerdas abiertas y de la punta santa paciencia que nos ha traído hasta aquí porque ya va siendo hora de descarrilar huir de cuantos dicen hombre europea y déficit fiscal más allá de los niños de y que hay en sus estanterías populares es quiero no saben dónde amor no sea el cariño es fea pero te quiero igual por tu vida no es longevidad y belleza no entiende de bien y mal huir pero si hay que hacerlo mejor hacerlo con el estómago ,Dante Alarido
CM,Diciembre,2012,finalista,castellano, a todos los hombres y las mujeres que me precedieron todos los caminos dibujados por sus pies el sudor de sus brazos trabajando la tierra su figura curva sus pocos años sus dedos locos de arañar los siglos y toda esa cadena ese milagro en el tiempo ha llegado hasta aquí este remolino de café tras la ventana está esta trenza de olivos tras el cristal hasta este anuncio calma mientras no un ser juicio y risa nunca paré de reír y descubrir que es el revés del párpado donde no entiende de pretextos la belleza y que la sonrisa es una grieta por donde se asoma la alegría y que hay que aprender a contar los días con ojos de ballena y mirarlo todo de perfil que haga ilusión me gusta andar descalza y bailar desnuda hasta convencernos de que nos tenemos que volver a enarbolar es en nuestro pecho donde se esconden las raíces del arcoiris y que el sol brilla más fuerte para quien llega a su puerta de par en par pero para la tropa pero pero para mí solo ,Cysko Muñoz
DA,noviembre,2012,finalista,castellano, las revoluciones son los sean válidos a balazos y a gritos pero bien nos hemos convertido quienes somos ahora quiénes éramos cuando apretamos el gatillo cuando fingíamos ser otros cuando me miraste a los ojos con tus ojos rotos como lanzas aspirando se contra mi alma y volví a sentir el peso de tus lágrimas como lo más bello que este mundo o el otro me vas a ver arrebatar cuando comprendí que hay cosas que no cambian miradas y a mesas como arterias que se trenzan para no volverse a separar y sangran y sangra tu sangre en mis penas de las que nunca te conseguí limpiar ni a gritos ni mejores ni a tragos de aguarrás que mi munición no se vende fuera de tu arsenal y en el rincón de la memoria en el que sigue siendo el mesías del silencio y la espada entiendo que empuña discordia aguarda un momento en el que me escribiste bajo las uñas ensangrentada el miedo sé que estoy rota no sé de qué modo pero rota y sin remedio y que nada de esto importa y nadie dijo nada más que fueron las drogas que lo haces por mí para que no me duela que no miras atrás y es pereza tú caminas de frente ya grande estancadas de sinceridad siguiendo la línea discontinua que separa tu bien de mi mal con todos tus caballos sobre esa línea cierra los ojos y un del pedal deja que la noche haga suya que usted la de estrella fugaz y que el asfalto engulle todo cuánto has tenido el todo cuánto has tenido que olvidar sabia 27 mal sabiendo nada y tú más íntima voracidad nada nada sabiendo que la avanzada te acerque a la órbita del mundo en llamas contra el que sabes no bebidas chocar lo que el día no son grava sobre la cama en la huella del día todo cuánto de mi mujer y ahora que las cenizas ya no dejan los labios del amanecer al filo de las cicatrices que mis ojos les arde una sola intención como el reflejo de la carne cruda en la hoja del cuchillo que la calle avilés dos prometo a hacerte arder prometo en tus sueños sólo se hablará de mí hasta hacerte desear no volver a dormir y no haberme nunca volvería de la tumba del olvido como un fantasma inmortal para asfixiar el futuro en el cerrarse de mis puños que apagar en mi garganta cada luz de este mundo y cada estrella del cielo para que sólo puedas alumbrar a la sombra de miles pero cuando tu alma tiemble y tus labios no respondan y tus dedos solo advierten a señalar el fin besaré tu frente de agradar en silencio y haciendo de sitio en mi herida te ha de sentir definitiva hasta el amanecer sabiendo el tiempo de nuestras vidas es y será por siempre ayer ,Dante Alarido
DO,noviembre,2012,ganador,castellano,,dani orviz
ALU,noviembre,2012,finalista,castellano,,Alexander Luca
