"","id","submitted","updated","title","abstract","authors","affiliations","link_abstract","link_pdf","link_doi","comment","journal_ref","doi","primary_category","categories"
"1850","1801.09689v1","2018-01-29 19:00:01","2018-01-29 19:00:01","Aluminium abundances in five discrete stellar populations of the
  globular cluster NGC 2808","  We observed a sample of 90 red giant branch (RGB) stars in NGC 2808 using
FLAMES/GIRAFFE and the high resolution grating with the set up HR21. These
stars have previous accurate atmospheric parameters and abundances of light
elements. We derived aluminium abundances for them from the strong doublet Al I
8772-8773 Angstrom as in previous works of our group. In addition, we were able
to estimate the relative CN abundances for 89 of the stars from the strength of
a large number of CN features. When adding self consistent abundances from
previous UVES spectra analysed by our team, we gathered [Al/Fe] ratios for a
total of 108 RGB stars in NGC 2808. The full dataset of proton-capture elements
is used to explore in details the five spectroscopically detected discrete
components in this globular cluster. We found that different classes of
polluters are required to reproduce the (anti)-correlations among all
proton-capture elements in the populations P2, I1, and I2 with intermediate
composition. This is in agreement with the detection of lithium in lower RGB
second generation stars, requiring at least two kind of polluters. To have
chemically homogeneous populations the best subdivision of our sample is into
six components, as derived from statistical cluster analysis. By comparing
different diagrams [element/Fe] vs [element/Fe] we show for the first time that
a simple dilution model is not able to reproduce all the sub-populations in
this cluster. Polluters of different masses are required. NGC 2808 is confirmed
to be a tough challenge to any scenario for globular cluster formation.
","Eugenio Carretta|Angela Bragaglia|Sara Lucatello|Raffaele G. Gratton|Valentina D'Orazi|Antonio Sollima","INAF-Osservatorio di Astrofisica e Scienza dello Spazio di Bologna|INAF-Osservatorio di Astrofisica e Scienza dello Spazio di Bologna|INAF-Osservatorio Astronomico di Padova|INAF-Osservatorio Astronomico di Padova|INAF-Osservatorio Astronomico di Padova|INAF-Osservatorio di Astrofisica e Scienza dello Spazio di Bologna","http://arxiv.org/abs/1801.09689v1","http://arxiv.org/pdf/1801.09689v1","http://dx.doi.org/10.1051/0004-6361/201732324","15 pages, 15 figures, 6 tables; accepted for publication on Astronomy
  and Astrophysics","A&A 615, A17 (2018)","10.1051/0004-6361/201732324","astro-ph.SR","astro-ph.SR|astro-ph.GA"
"1851","1801.10120v1","2018-01-30 18:12:09","2018-01-30 18:12:09","Development of a new UHV/XHV pressure standard (cold atom vacuum
  standard)","  The National Institute of Standards and Technology has recently begun a
program to develop a primary pressure standard that is based on ultra-cold
atoms, covering a pressure range of 1 x 10-6 to 1 x 10-10 Pa and possibly
lower. These pressures correspond to the entire ultra-high vacuum range and
extend into the extreme-high vacuum. This cold-atom vacuum standard (CAVS) is
both a primary standard and absolute sensor of vacuum. The CAVS is based on the
loss of cold, sensor atoms (such as the alkali-metal lithium) from a magnetic
trap due to collisions with the background gas (primarily H2) in the vacuum.
The pressure is determined from a thermally-averaged collision cross section,
which is a fundamental atomic property, and the measured loss rate. The CAVS is
primary because it will use collision cross sections determined from ab initio
calculations for the Li + H2 system. Primary traceability is transferred to
other systems of interest using sensitivity coefficients.
","Julia Scherschligt|James A Fedchak|Daniel S Barker|Stephen Eckel|Nikolai Klimov|Constantinos Makrides|Eite Tiesinga","","http://arxiv.org/abs/1801.10120v1","http://arxiv.org/pdf/1801.10120v1","http://dx.doi.org/10.1088/1681-7575/aa8a7b","","2017 Metrologia 54 S125","10.1088/1681-7575/aa8a7b","physics.app-ph","physics.app-ph|physics.atom-ph"
"1852","1802.00025v1","2018-01-31 19:20:06","2018-01-31 19:20:06","EPR Imaging of Metallic Lithium","  We present a sensitive characterization method to image the microstructure of
lithium deposits in lithium-ion battery components by Conduction Electron
Paramagnetic Resonance Imaging (CEPRI). The versatility of the method is
demonstrated for both, imaging surface-patterns of thick lithium metal anodes,
as well as obtaining high-resolution images of lithium dendrites formed inside
a separator with several micrometre pixel size. The determined spatial
distribution of dendrites may then serve as an indicator of the current density
distribution and, therefore, yields most valuable information for battery cell
design. Accordingly, this method shows its capabilities in a research area
where electron paramagnetic resonance imaging (EPRI) has not been utilized so
far.
","Arvid Niemöller|Peter Jakes|Rüdiger-A. Eichel|Josef Granwehr","","http://arxiv.org/abs/1802.00025v1","http://arxiv.org/pdf/1802.00025v1","","9 pages, 3 figures","","","physics.chem-ph","physics.chem-ph"
"1853","1802.00601v1","2018-02-02 08:46:04","2018-02-02 08:46:04","Potential energy surfaces of the low-lying electronic states of the Li +
  LiCs system","  Ab initio quantum chemistry calculations are performed for the mixed alkali
triatomic system. Global minima of the ground and first excited doublet states
of the trimer are found and Born-Oppenheimer potential energy surfaces of the
Li atom interacting with the LiCs molecule were calculated for these states.
The lithium atom is placed at various distances and bond angles from the
lithium-caesium dimer. Three-body nonadditive forces of the Li$_2$Cs molecule
in the global minimum are investigated. Dimer-atom interactions are found to be
strongly attractive and may be important in the experiments, particularly
involving cold alkali polar dimers.
","Patryk Jasik|Tymon Kilich|Jan Kozicki|Józef E. Sienkiewicz","","http://arxiv.org/abs/1802.00601v1","http://arxiv.org/pdf/1802.00601v1","http://dx.doi.org/10.1016/j.cplett.2018.02.005","21 pages, 2 tables, 10 figures","","10.1016/j.cplett.2018.02.005","physics.chem-ph","physics.chem-ph"
"1854","1802.01824v2","2018-02-06 07:13:46","2018-04-04 17:27:19","On the limitations of statistical absorption studies with the Sloan
  Digital Sky Surveys I--III","  We investigate the limitations of statistical absorption measurements with
the SDSS optical spectroscopic surveys. We show that changes in the data
reduction strategy throughout different data releases have led to a better
accuracy at long wavelengths, in particular for sky line subtraction, but a
degradation at short wavelengths with the emergence of systematic spectral
features with an amplitude of about one percent. We show that these features
originate from inaccuracy in the fitting of modeled F-star spectra used for
flux calibration. The best-fit models for those stars are found to
systematically over-estimate the strength of metal lines and under-estimate
that of Lithium. We also identify the existence of artifacts due to masking and
interpolation procedures at the wavelengths of the hydrogen Balmer series
leading to the existence of artificial Balmer $\alpha$ absorption in all SDSS
optical spectra. All these effects occur in the rest-frame of the standard
stars and therefore present Galactic longitude variations due to the rotation
of the Galaxy. We demonstrate that the detection of certain weak absorption
lines reported in the literature are solely due to calibration effects.
Finally, we discuss new strategies to mitigate these issues.
","Ting-Wen Lan|Brice Ménard|Dalya Baron|Sean Johnson|Dovi Poznanski|J. Xavier Prochaska|John O'Meara","","http://arxiv.org/abs/1802.01824v2","http://arxiv.org/pdf/1802.01824v2","http://dx.doi.org/10.1093/mnras/sty864","11 pages, 7 figures, MNRAS accepted","","10.1093/mnras/sty864","astro-ph.IM","astro-ph.IM|astro-ph.GA"
"1855","1802.01888v1","2018-02-06 11:38:29","2018-02-06 11:38:29","Growth and characterization of a Li2Mg2(MoO4)3 scintillating bolometer","  Lithium magnesium molybdate (Li$_2$Mg$_2$(MoO$_4$)$_3$) crystals were grown
by the low-thermal-gradient Czochralski method. Luminescence properties of the
material (emission spectra, thermally stimulated luminescence, dependence of
intensity on temperature, phosphorescence) have been studied under X-Ray
excitation in the temperature interval from 8 K to 400 K, while at the same
being operated as a scintillating bolometer at 20 mK for the first time. We
demonstrated that Li$_2$Mg$_2$(MoO$_4)_3$ crystals are a potentially promising
detector material to search for neutrinoless double beta decay of $^{100}$Mo.
","F. A. Danevich|V. Ya. Degoda|L. L. Dulger|L. Dumoulin|A. Giuliani|P. de Marcillac|S. Marnieros|C. Nones|V. Novati|E. Olivieri|A. A. Pavlyuk|D. V. Poda|V. A. Trifonov|I. V. Yushina|A. S. Zolotarova","","http://arxiv.org/abs/1802.01888v1","http://arxiv.org/pdf/1802.01888v1","http://dx.doi.org/10.1016/j.nima.2018.01.101","26 pages, 13 figures, 2 tables, 55 references","","10.1016/j.nima.2018.01.101","physics.ins-det","physics.ins-det|nucl-ex"
"1856","1802.02767v1","2018-02-08 09:36:20","2018-02-08 09:36:20","Evolution of defect signatures at ferroelectric domain walls in Mg-doped
  LiNbO3","  The domain structure of uniaxial ferroelectric lithium niobate single
crystals is investigated using Raman spectroscopy mapping. The influence of
doping with magnesium and poling at room temperature is studied by analysing
frequency shifts at domain walls and their variations with dopant concentration
and annealing conditions. It is shown that defects are stabilized at domain
walls and that changes in the defect structures with Mg concentration can be
probed by the shift of Raman modes. We show that the signatures of polar
defects in the bulk and at the domain walls differ.
","Guillaume F. Nataf|Mael Guennou|Alexander Haußmann|Nick Barrett|Jens Kreisel","","http://arxiv.org/abs/1802.02767v1","http://arxiv.org/pdf/1802.02767v1","http://dx.doi.org/10.1002/pssr.201510303","10 pages, 3 figures","G.F. Nataf, M. Guennou, A. Hau{\ss}mann, N. Barrett, and J.
  Kreisel, Phys. Status Solidi - Rapid Res. Lett. 10, 222 (2016)","10.1002/pssr.201510303","cond-mat.mtrl-sci","cond-mat.mtrl-sci"
"1857","1802.03469v1","2018-02-09 22:18:13","2018-02-09 22:18:13","Cosmological Lithium Problems","  We briefly describe the cosmological lithium problems followed by a summary
of our recent theoretical work on the magnitude of the effects of electron
screening, the possible existence of dark matter parallel universes and the use
of non-extensive (Tsallis) statistics during big bang nucleosynthesis.
Solutions within nuclear physics are also discussed and recent measurements of
cross-sections based on indirect experimental techniques are summarized.
","C. A. Bertulani| Shubhchintak|A. M. Mukhamedzhanov","","http://arxiv.org/abs/1802.03469v1","http://arxiv.org/pdf/1802.03469v1","http://dx.doi.org/10.1051/epjconf/201818401002","9 pages, 5 figures, IX European Summer School on Experimental Nuclear
  Astrophysics, St. Tecla (Catania), Italy, 17-24/Sept/2017","","10.1051/epjconf/201818401002","nucl-th","nucl-th"
"1858","1802.03602v1","2018-02-10 14:43:12","2018-02-10 14:43:12","Revisiting Spatial-Dependent Propagation Model with Latest Observations
  of Cosmic Ray Nuclei","  Recently AMS-02 collaboration publish their measurements of light cosmic-ray
nuclei, including lithium, beryllium, boron, carbon and oxygen. All of them
reveal a prominent excess above $\sim$ 200 GV, coinciding with proton and
helium. Particularly, the secondary cosmic rays even harden than the primary
components above that break. One of the viable interpretations for above
anomalies is the spatial-dependent diffusion process. Such model has been
successfully applied to multiple observational phenomena, for example primary
cosmic ray nuclei, diffuse gamma ray and anisotropy. In this work, we
investigate the spatial-dependent propagation model in light of the new
observational data. We find that such model is able to explain the upturn of
secondary spectrum as well as the primary's. All the spectra can be well
reproduced and the calculated ratios are also in good agreement with the
observations.
","Wei Liu|Yu-hua Yao|Yi-Qing Guo","","http://arxiv.org/abs/1802.03602v1","http://arxiv.org/pdf/1802.03602v1","http://dx.doi.org/10.3847/1538-4357/aaef39","8 pages, 5 figures","","10.3847/1538-4357/aaef39","astro-ph.HE","astro-ph.HE"
"1859","1802.04875v1","2018-02-13 22:01:26","2018-02-13 22:01:26","Designing and discovering a new family of semiconducting quaternary
  Heusler compounds based on the 18-electron rule","  Intermetallic compounds with sizable band gaps are attractive for their
unusual properties but rare. Here, we present a new family of stable
semiconducting quaternary Heusler compounds, designed and discovered by means
of high-throughput \textit{ab initio} calculations based on the 18-electron
rule. The 99 new semiconductors reported here adopt the ordered quaternary
Heusler structure with the prototype of LiMgSnPd (F$\bar{\mathbf{4}}$3m,
No.\,216) and contain 18 valence electrons per formula unit. They are realized
by filling the void in the half Heusler structure with a small and
electropositive atom, i.e., lithium. These new stable quaternary Heusler
semiconductors possess a range of band gaps from 0.3 to 2.5\,eV, and exhibit
some unusual properties different from conventional semiconductors, such as
strong optical absorption, giant dielectric screening, and high Seebeck
coefficient, which suggest these semiconductors have potential applications as
photovoltaic and thermoelectric materials. While this study opens up avenues
for further exploration of this novel class of semiconducting quaternary
Heuslers, the design strategy used herein is broadly applicable across a
potentially wide array of chemistries to discover new stable materials.
","Jiangang He|S. Shahab Naghavi|Vinay I. Hegde|Maximilian Amsler|Chris Wolverton","","http://arxiv.org/abs/1802.04875v1","http://arxiv.org/pdf/1802.04875v1","","8 pages, 6 figures","","","cond-mat.mtrl-sci","cond-mat.mtrl-sci"
"1860","1802.05854v1","2018-02-16 07:47:14","2018-02-16 07:47:14","The K2 M67 Study: A Curiously Young Star in an Eclipsing Binary in an
  Old Open Cluster","  We present an analysis of a slightly eccentric ($e=0.05$), partially
eclipsing long-period ($P = 69.73$ d) main sequence binary system (WOCS 12009,
Sanders 1247) in the benchmark old open cluster M67. Using Kepler K2 and
ground-based photometry along with a large set of new and reanalyzed spectra,
we derived highly precise masses ($1.111\pm0.015$ and $0.748\pm0.005 M_\odot$)
and radii ($1.071\pm0.008\pm0.003$ and $0.713\pm0.019\pm0.026 R_\odot$, with
statistical and systematic error estimates) for the stars. The radius of the
secondary star is in agreement with theory. The primary, however, is
approximately $15\%$ smaller than reasonable isochrones for the cluster
predict. Our best explanation is that the primary star was produced from the
merger of two stars, as this can also account for the non-detection of
photospheric lithium and its higher temperature relative to other cluster main
sequence stars at the same $V$ magnitude. To understand the dynamical
characteristics (low measured rotational line broadening of the primary star
and the low eccentricity of the current binary orbit), we believe that the most
probable (but not the only) explanation is the tidal evolution of a close
binary within a primordial triple system (possibly after a period of
Kozai-Lidov oscillations), leading to merger approximately 1Gyr ago. This star
appears to be a future blue straggler that is being revealed as the cluster
ages and the most massive main sequence stars die out.
","Eric L. Sandquist|Robert D. Mathieu|Samuel N. Quinn|Maxwell L. Pollack|David W. Latham|Timothy M. Brown|Rebecca Esselstein|Suzanne Aigrain|Hannu Parviainen|Andrew Vanderburg|Dennis Stello|Garrett Somers|Marc H. Pinsonneault|Jamie Tayar|Jerome A. Orosz|Luigi R. Bedin|Mattia Libralato|Luca Malavolta|Domenico Nardiello","","http://arxiv.org/abs/1802.05854v1","http://arxiv.org/pdf/1802.05854v1","http://dx.doi.org/10.3847/1538-3881/aab0ff","33 pages, 11 figures, accepted to AJ, photometry files will be
  available with the electronic journal article","","10.3847/1538-3881/aab0ff","astro-ph.SR","astro-ph.SR"
"1861","1802.05896v1","2018-02-16 11:20:53","2018-02-16 11:20:53","Beryllium detection in the very fast nova ASASSN-16kt (V407 Lupi)","  We present high-resolution spectroscopic observations of the fast nova
ASASSN-16kt (V407 Lup). A close inspection of spectra obtained at early stages
has revealed the presence of low-ionization lines, and among the others we have
identified the presence of the ionised $^7$Be doublet in a region relatively
free from possible contaminants. After studying their intensities, we have
inferred that ASASSN-16kt has produced (5.9 - 7.7)$ \times 10^{-9}$ M$_{\odot}$
of $^7$Be. The identification of bright Ne lines may suggest that the nova
progenitor is a massive (1.2 M$_{\odot}$) oxygen-neon white dwarf. The high
outburst frequency of oxygen-neon novae implies that they likely produce an
amount of Be similar, if not larger, to that produced by carbon-oxygen novae,
then confirming that classical novae are among the main factories of lithium in
the Galaxy.
","L. Izzo|P. Molaro|P. Bonifacio|M. Della Valle|Z. Cano|A. de Ugarte Postigo|J. L. Prieto|C. Thöne|L. Vanzi|A. Zapata|D. Fernandez","","http://arxiv.org/abs/1802.05896v1","http://arxiv.org/pdf/1802.05896v1","http://dx.doi.org/10.1093/mnras/sty435","11 pages, 8 figures, 4 tables. Accepted for publication in MNRAS","","10.1093/mnras/sty435","astro-ph.SR","astro-ph.SR"
"1862","1802.06242v1","2018-02-17 14:25:55","2018-02-17 14:25:55","Fully differential cross sections for $ Li^{2+}$-impact ionization of
  $Li(2s)$ and $Li(2p)$","  A semiclassical impact parameter version of the continuum distorted
wave-Eikonal initial state theory is developed to study the differential
ionization of $Li$ atoms in collisions with $Li^{2+}$ ions. Both post and prior
forms of the transition amplitude are considered. The fully differential cross
sections are calculated for the lithium targets in their ground and their first
excited states and for the projectile ions at 16~MeV impact energy. The role of
the internuclear interaction as well as the significance of the post-prior
discrepancy in the ejected electron spectra are investigated. The obtained
results for ejection of the electron into the azimuthal plane are compared with
the recent measurements and with their corresponding values obtained using a
fully quantum mechanical version of the theory. In most of the cases, the
consistency of the present approach with the experimental and the quantum
theoretical data is reasonable. However, for $2p$-state ionization, in the
cases where no experimental data exist, there is a considerable difference
between the two theoretical approaches. This difference is questionable and
further experiments are needed to judge which theory makes a more accurate
description of the collision dynamics.
","Omid Ghorbani|Ebrahim Ghanbari-Adivi|Marcelo Fabian Ciappina","","http://arxiv.org/abs/1802.06242v1","http://arxiv.org/pdf/1802.06242v1","http://dx.doi.org/10.1088/1361-6455/aab879","11 pages, 5 Figures","","10.1088/1361-6455/aab879","physics.atom-ph","physics.atom-ph"
"1863","1802.06353v1","2018-02-18 09:10:14","2018-02-18 09:10:14","On the well-posedness of a multiscale mathematical model for Lithium-ion
  batteries","  We consider the mathematical treatment of a system of nonlinear partial
differential equations based on a model, proposed in 1972 by J. Newman, in
which the coupling between the Lithium concentration, the phase potentials and
temperature in the electrodes and the electrolyte of a Lithium battery cell is
considered. After introducing some functional spaces well-adapted to our
framework we obtain some rigorous results showing the well-posedness of the
system, first for some short time and then, by considering some hypothesis on
the nonlinearities, globally in time. As far as we know, this is the first
result in the literature proving existence in time of the full Newman model,
which follows previous results by the third author in 2016 regarding a
simplified case.
","Jesús Ildefonso Díaz|David Gómez-Castro|Angel Manuel Ramos","","http://arxiv.org/abs/1802.06353v1","http://arxiv.org/pdf/1802.06353v1","","","","","math.AP","math.AP|35M10, 35Q60, 35C15, 35B50, 35B60"
"1864","1802.06689v2","2018-02-19 16:26:05","2018-07-29 04:20:09","Free energy landscape of sodium solvation into graphite","  Na is known to deliver very low energy capacity for sodium intercalation
compared to Lithium. In this study, we use quantum mechanics based metadynamics
simulations to obtain the free energy landscape for sodium ion intercalation
from Dimethyl sulfoxide (DMSO) solvent into graphite. We find that the lowest
free energy minima from the metadynamics are associated with sodium solvated by
3 or 4 DMSO. The free energy minima of these states are activated by a free
energy of solvation computed to be 0.17 eV, which in turn are the most
thermodynamically stable. We observe weak interactions of sodium with graphite
sheets during the unbiased and biased molecular dynamics simulations. Our
simulations results indicate that solvent plays an important role in
stabilizing the sodium intercalation into graphite through shielding of the
sodium while modulating the interaction of the solvent with the graphite
sheets. In order to facilitate this intercalation, we propose solvents with
negatively charged groups and aromatic cores (e.g., cyclic ethers) that could
allow a greater rate of anion exchange to increase Na+ mobility.
","Ali Kachmar|William A. Goddard III","","http://arxiv.org/abs/1802.06689v2","http://arxiv.org/pdf/1802.06689v2","http://dx.doi.org/10.1021/acs.jpcc.8b04782","15 pages, 4 figures","","10.1021/acs.jpcc.8b04782","physics.chem-ph","physics.chem-ph|cond-mat.mtrl-sci"
"1865","1802.07155v1","2018-02-20 15:44:59","2018-02-20 15:44:59","The lithium depletion boundary and the age of the Hyades cluster","  Determination of the lithium depletion boundary (LDB), i.e., the
observational limit below which the cores of very low-mass objects do not reach
high enough temperature for Li destruction, has been used to obtain ages for
several open clusters and stellar associations younger than 200 Myr, which
until now has been considered as the practical upper limit on the range of
applicability of this method. In this work we show that the LDB method can be
extended to significant older ages than previously thought. Intermediate
resolution optical spectra of six L-type candidate members in the Hyades
cluster obtained using OSIRIS at the 10.4-m Gran Telescopio Canarias are
presented. The Li~I 670.8~nm resonance doublet is clearly detected only in the
two faintest and coolest of these objects, which are classified as L3.5 to L4
brown dwarf cluster members with luminosities around 10$^{-4}$ solar. Lithium
depletion factors are estimated for our targets with the aid of synthetic
spectra and they are compared with predictions from evolutionary models. A LDB
age of 650$\pm$70 Myr for the Hyades provides a consistent description of our
data using a set of state-of-the-art evolutionary models for brown dwarfs
calculated by \citet{2015A&A..577..42}.
","Eduardo L. Martín|Nicolas Lodieu|Yakiv Pavlenko|Víctor J. S. Béjar","","http://arxiv.org/abs/1802.07155v1","http://arxiv.org/pdf/1802.07155v1","http://dx.doi.org/10.3847/1538-4357/aaaeb8","10 pages, 4 figures, accepted for publication in The Astrophysical
  Journal (February 2018)","","10.3847/1538-4357/aaaeb8","astro-ph.SR","astro-ph.SR"
"1866","1802.08795v1","2018-02-24 04:12:30","2018-02-24 04:12:30","Constrained Image Generation Using Binarized Neural Networks with
  Decision Procedures","  We consider the problem of binary image generation with given properties.
This problem arises in a number of practical applications, including generation
of artificial porous medium for an electrode of lithium-ion batteries, for
composed materials, etc. A generated image represents a porous medium and, as
such, it is subject to two sets of constraints: topological constraints on the
structure and process constraints on the physical process over this structure.
To perform image generation we need to define a mapping from a porous medium to
its physical process parameters. For a given geometry of a porous medium, this
mapping can be done by solving a partial differential equation (PDE). However,
embedding a PDE solver into the search procedure is computationally expensive.
We use a binarized neural network to approximate a PDE solver. This allows us
to encode the entire problem as a logical formula. Our main contribution is
that, for the first time, we show that this problem can be tackled using
decision procedures. Our experiments show that our model is able to produce
random constrained images that satisfy both topological and process
constraints.
","Svyatoslav Korneev|Nina Narodytska|Luca Pulina|Armando Tacchella|Nikolaj Bjorner|Mooly Sagiv","","http://arxiv.org/abs/1802.08795v1","http://arxiv.org/pdf/1802.08795v1","","","","","cs.CV","cs.CV"
"1867","1802.08985v3","2018-02-25 11:08:41","2018-05-21 22:53:20","Origin of the anomalous semiconducting behaviour in dense lithium","  Experimentally, it is known that lithium undergoes a metal to semiconductor
transition at about 80 GPA and a reentrant semiconductor to metal transition
near 120 GPA. This unusual behaviour has been attributed to the formation of
high-pressure electrides in the Li-\textit{Aba}2 phase. Using the accurate wave
function based quantum Monte Carlo (DMC) method, we show that the valence
charge distribution of the Li-\textit{Aba}2 phase is incompatible with an
insulating or semiconducting ground state. At DMC level, the most stable phase
at 100 GPA is an orthorhombic oP24 structure with Pbca symmetry whose valence
charge density shows an electride paired distribution, in correspondence with
the theoretical predictions of Neaton and Ashcroft [Nature 00, 141 (1999)].
Here, we propose the electride pairing in the oP24-(Pbca) phase as the origin
of the semiconducting behaviour observed in diamond anvil cell experiments.
","Mauricio A. Flores|Gonzalo Gutiérrez","","http://arxiv.org/abs/1802.08985v3","http://arxiv.org/pdf/1802.08985v3","","","","","cond-mat.mtrl-sci","cond-mat.mtrl-sci"
"1868","1802.09529v1","2018-02-26 19:00:00","2018-02-26 19:00:00","Identifying Young $Kepler$ Planet Host Stars from Keck-HIRES Spectra of
  Lithium","  The lithium doublet at 6708 \AA\ provides an age diagnostic for main sequence
FGK dwarfs. We measured the abundance of lithium in 1305 stars with detected
transiting planets from the Kepler Mission using high-resolution spectroscopy.
Our catalog of lithium measurements from this sample have a range of abundance
from A(Li) = 3.11 $\pm$ 0.07 to an upper limit of $-$0.84 dex. For a
magnitude-limited sample that comprises 960 of the 1305 stars, our Keck-HIRES
spectra have a median S/N = 45 per pixel at $\sim$6700 \AA\ with spectral
resolution $\frac{\lambda}{\Delta \lambda}$ = $R$ = 55,000. We identify 80
young stars that have A(Li) values greater than the Hyades at their respective
effective temperatures; these stars are younger than $\sim$650 Myr old, the
approximate age of the Hyades. We then compare the distribution of A(Li) with
planet size, multiplicity, orbital period, and insolation flux. We find larger
planets preferentially in younger systems, with an A-D two-sided test p-value =
0.002, a $>3\sigma$ confidence that the older and younger planet samples do not
come from the same parent distribution. This is consistent with planet
inflation/photoevaporation at early ages. The other planet parameters ($Kepler$
planet multiplicity, orbital period, and insolation flux) are uncorrelated with
age.
","Travis A. Berger|Andrew W. Howard|Ann Merchant Boesgaard","","http://arxiv.org/abs/1802.09529v1","http://arxiv.org/pdf/1802.09529v1","http://dx.doi.org/10.3847/1538-4357/aab154","22 pages, 15 figures, 3 tables. Accepted for publication in ApJ. For
  a brief video explaining this paper, see https://youtu.be/TkO-ef28Vao","","10.3847/1538-4357/aab154","astro-ph.EP","astro-ph.EP|astro-ph.SR"
"1869","1803.00592v2","2018-03-01 19:21:26","2018-10-01 14:53:13","Strong two-dimensional plasmon in Li-intercalated hexagonal
  boron-nitride film with low damping","  The field of plasmonics seeks to find materials with an intensive plasmon
(large plasmon pole weight) with low Landau, phonon and other losses (small
decay width). In this paper we propose a new class of materials that show
exceptionally good plasmonic properties. These materials consist of van der
Waals stacked 'plasmon active' layers (atomically thin metallic layers) and
'supporting' layers (atomically thin wide band gap insulating layers). One such
material that can be experimentally realized - lithium intercalated hexagonal
boron-nitride is studied in detail. We show that its 2D plasmon intensity is
superior to intensity of well studied Dirac plasmon in heavy doped graphene
which is hard to achieve. We also propose the method for computationally very
cheap, but accurate analysis of plasmon spectra in such materials, based on one
band tight-binding approach and effective background dielectric function.
","Ivor Loncaric|Zoran Rukelj|Vyacheslav M. Silkin|Vito Despoja","","http://arxiv.org/abs/1803.00592v2","http://arxiv.org/pdf/1803.00592v2","http://dx.doi.org/10.1038/s41699-018-0078-y","","npj 2D Materials and Applications 2,33 (2018)","10.1038/s41699-018-0078-y","cond-mat.mes-hall","cond-mat.mes-hall|cond-mat.mtrl-sci"
"1870","1803.01898v2","2018-03-05 19:46:32","2018-03-07 14:33:35","Strategic Research Grant Report: Fiber-shaped lithium-ion batteries with
  metallic electrodes","  We have demonstrated a fiber lithium ion battery (LIB) fabricated by
co-twisting a LiFePO4 composite-coated copper wire (cathode) together with an
aluminum wire (anode). An all-solid LiPF6 composite layer functioning both as
the electrolyte and battery separator is deposited onto the two electrode wires
before twisting. To characterize the electrochemical properties of the battery,
charge-discharge tests with different C-rates are performed. The fiber LIB has
an open-circuit voltage of ~3.4 V, and the typical specific capacity is found
to be ~87 mAhg-1 at 0.5 C charge-discharge rate. Besides, the proposed battery
has a Coulombic efficiency of more than 82% throughout all the charge-discharge
tests. We also find that bending of the fiber battery has insignificant
influence on the battery electrochemical properties.
","H. Qu|X. Lu|M. Skorobogatiy","","http://arxiv.org/abs/1803.01898v2","http://arxiv.org/pdf/1803.01898v2","","arXiv admin note: substantial text overlap with arXiv:1801.04850","","","physics.app-ph","physics.app-ph|physics.chem-ph"
"1871","1803.01908v1","2018-03-05 20:11:24","2018-03-05 20:11:24","The Gaia-ESO Survey: kinematical and dynamical study of four young open
  clusters","  Context. The origin and dynamical evolution of star clusters is an important
topic in stellar astrophysics. Several models have been proposed to understand
the formation of bound and unbound clusters and their evolution, and these can
be tested by examining the kinematical and dynamical properties of clusters
over a wide range of ages and masses. Aims. We use the Gaia-ESO Survey products
to study four open clusters (IC 2602, IC 2391, IC 4665, and NGC 2547) that lie
in the age range between 20 and 50 Myr. Methods. We employ the gravity index
$\gamma$ and the equivalent width of the lithium line at 6708 $\AA$, together
with effective temperature $\rm{T_{eff}}$, and the metallicity of the stars in
order to discard observed contaminant stars. Then, we derive the cluster radial
velocity dispersions $\sigma_c$, the total cluster mass $\rm{M}_{tot}$, and the
half mass radius $r_{hm}$. Using the $Gaia$-DR1 TGAS catalogue, we
independently derive the intrinsic velocity dispersion of the clusters from the
astrometric parameters of cluster members. Results. The intrinsic radial
velocity dispersions derived by the spectroscopic data are larger than those
derived from the TGAS data, possibly due to the different masses of the
considered stars. Using $\rm{M}_{tot}$ and $r_{hm}$ we derive the virial
velocity dispersion $\sigma_{vir}$ and we find that three out of four clusters
are supervirial. This result is in agreement with the hypothesis that these
clusters are dispersing, as predicted by the ""residual gas expulsion"" scenario.
However, recent simulations show that the virial ratio of young star clusters
may be overestimated if it is determined using the global velocity dispersion,
since the clusters are not fully relaxed.
","L. Bravi|E. Zari|G. G. Sacco|S. Randich|R. D. Jeffries|R. J. Jackson|E. Franciosini|E. Moraux|J. López-Santiago|E. Pancino|L. Spina|N. Wright|F. M. Jiménez-Esteban|A. Klutsch|V. Roccatagliata|G. Gilmore|A. Bragaglia|E. Flaccomio|P. Francois|S. E. Koposov|A. Bayo|G. Carraro|M. T. Costado|F. Damiani|A. Frasca|A. Hourihane|P. Jofré|C. Lardo|J. Lewis|L. Magrini|L. Morbidelli|L. Prisinzano|S. G. Sousa|C. C. Worley|S. Zaggia","","http://arxiv.org/abs/1803.01908v1","http://arxiv.org/pdf/1803.01908v1","http://dx.doi.org/10.1051/0004-6361/201832645","14 pages, 6 figures","A&A 615, A37 (2018)","10.1051/0004-6361/201832645","astro-ph.SR","astro-ph.SR|astro-ph.GA"
